ano,id_municipio,serie,rede,taxa_alfabetizacao,media_portugues,proporcao_aluno_nivel_0,proporcao_aluno_nivel_1,proporcao_aluno_nivel_2,proporcao_aluno_nivel_3,proporcao_aluno_nivel_4,proporcao_aluno_nivel_5,proporcao_aluno_nivel_6,proporcao_aluno_nivel_7,proporcao_aluno_nivel_8
2023,2925931,2,3,38.72,728.0174,,,,,,,,,
2023,2926301,2,3,38.41,721.2749,,,,,,,,,
2023,2926657,2,5,47.25,730.1323,,,,,,,,,
2023,2928505,2,3,26.63,723.7739,,,,,,,,,
2023,2928604,2,3,43.81,731.0287,,,,,,,,,
2023,3100104,2,3,61.41,755.0958,,,,,,,,,
2023,3100401,2,5,87.39,793.4194,,,,,,,,,
2023,3103405,2,2,68.03,761.0598,,,,,,,,,
2023,3106804,2,3,68.75,768.3754,,,,,,,,,
2023,3111150,2,5,84.73,778.3793,,,,,,,,,
2023,3111903,2,5,50.78,744.7123,,,,,,,,,
2023,3115474,2,3,61.25,745.0643,,,,,,,,,
2023,3116704,2,3,76.92,775.8518,,,,,,,,,
2023,3118403,2,5,69.86,765.4967,,,,,,,,,
2023,3123528,2,3,78.2,766.8422,,,,,,,,,
2023,3124500,2,5,63.11,747.1015,,,,,,,,,
2023,3125101,2,5,57.68,748.1387,,,,,,,,,
2023,3125705,2,2,77.78,772.2039,,,,,,,,,
2023,3126208,2,3,61.08,742.5797,,,,,,,,,
2023,3127800,2,3,71.57,765.8674,,,,,,,,,
2023,3127909,2,5,66.67,738.5398,,,,,,,,,
2023,3132206,2,5,56.99,752.5766,,,,,,,,,
2023,3137007,2,3,23.8,712.4303,,,,,,,,,
2023,3144300,2,5,60.97,745.2762,,,,,,,,,
2023,3144359,2,3,79.54,773.6134,,,,,,,,,
2023,3145851,2,5,73.86,762.9336,,,,,,,,,
2023,3148103,2,3,61.83,754.6843,,,,,,,,,
2023,3148301,2,3,53.79,751.5075,,,,,,,,,
2023,3149507,2,3,32.02,725.3816,,,,,,,,,
2023,3153301,2,5,75.75,754.7346,,,,,,,,,
2023,3153905,2,5,48.4,743.0286,,,,,,,,,
2023,3156908,2,5,64.01,753.6926,,,,,,,,,
2023,3157278,2,5,51.99,745.6109,,,,,,,,,
2023,3157500,2,5,43.34,731.5195,,,,,,,,,
2023,3166303,2,5,68.55,756.6546,,,,,,,,,
2023,3169208,2,5,56.82,748.9727,,,,,,,,,
2023,3170479,2,3,54.25,744.3559,,,,,,,,,
2023,3200359,2,3,64.65,749.6946,,,,,,,,,
2023,3203007,2,5,71.91,759.5842,,,,,,,,,
2023,3204104,2,2,82.33,771.026,,,,,,,,,
2023,3204351,2,3,74.62,757.2541,,,,,,,,,
2023,3303708,2,5,49.95,733.9505,,,,,,,,,
2023,3501004,2,3,68.51,759.8977,,,,,,,,,
2023,3505104,2,3,64.82,755.0094,,,,,,,,,
2023,3506003,2,2,53.5,741.8724,,,,,,,,,
2023,3512100,2,3,90.59,798.8775,,,,,,,,,
2023,3518800,2,5,44.51,730.1778,,,,,,,,,
2023,3523107,2,3,42.98,728.2914,,,,,,,,,
2023,3523305,2,3,61.61,751.973,,,,,,,,,
2023,3529005,2,3,59.16,748.4005,,,,,,,,,
2023,3530003,2,3,60.87,760.3379,,,,,,,,,
2023,3534708,2,2,55.69,740.2862,,,,,,,,,
2023,3536406,2,3,67.24,760.3541,,,,,,,,,
2023,3541703,2,3,66.25,754.6766,,,,,,,,,
2023,3542206,2,3,60.04,749.0974,,,,,,,,,
2023,3548500,2,5,56.01,744.3761,,,,,,,,,
2023,3551009,2,3,43.11,728.8608,,,,,,,,,
2023,3552007,2,3,45.87,728.973,,,,,,,,,
2023,4102752,2,5,76.84,766.9199,,,,,,,,,
2023,4103024,2,3,75,763.1894,,,,,,,,,
2023,4103107,2,3,49.13,733.2867,,,,,,,,,
2023,4103958,2,5,85.54,773.8713,,,,,,,,,
2023,4107009,2,5,80.2,766.0575,,,,,,,,,
2023,4107538,2,3,88.83,773.5525,,,,,,,,,
2023,4107751,2,5,82.1,769.586,,,,,,,,,
2023,4110508,2,3,88.2,774.7825,,,,,,,,,
2023,4110607,2,3,64.15,747.2207,,,,,,,,,
2023,4112603,2,5,50,747.8994,,,,,,,,,
2023,4112959,2,5,59.77,748.1677,,,,,,,,,
2023,4113007,2,5,72.27,763.8924,,,,,,,,,
2023,4115200,2,2,94.79,795.2507,,,,,,,,,
2023,4116208,2,3,68.42,748.6868,,,,,,,,,
2023,4120200,2,3,60.4,746.3237,,,,,,,,,
2023,4121505,2,3,86.33,768.5743,,,,,,,,,
2023,4124004,2,5,78.27,758.633,,,,,,,,,
2023,4200200,2,5,81.23,761.3282,,,,,,,,,
2023,4201208,2,3,74.47,760.4576,,,,,,,,,
2023,4201505,2,2,91,772.9952,,,,,,,,,
2023,4204202,2,2,55.6,742.3784,,,,,,,,,
2023,4205001,2,3,59.65,749.708,,,,,,,,,
2023,4208500,2,2,72.61,758.939,,,,,,,,,
2023,4210407,2,5,60.85,739.6859,,,,,,,,,
2023,4211454,2,3,67.4,758.9923,,,,,,,,,
2023,4215307,2,5,76.61,757.9544,,,,,,,,,
2023,4215802,2,5,72.63,757.0546,,,,,,,,,
2023,4216909,2,5,71.41,757.3615,,,,,,,,,
2023,4217253,2,2,75,758.3737,,,,,,,,,
2023,4217303,2,2,75,756.9382,,,,,,,,,
2023,4217303,2,5,81.03,767.2717,,,,,,,,,
2023,4219002,2,5,67.36,754.2029,,,,,,,,,
2023,4219606,2,5,71.58,766.2187,,,,,,,,,
2023,4302451,2,3,66.67,748.1306,,,,,,,,,
2023,4302659,2,2,53.85,740.071,,,,,,,,,
2023,4304358,2,5,57.08,748.5707,,,,,,,,,
2023,4304952,2,3,86.13,761.6454,,,,,,,,,
2023,4306601,2,5,62.23,744.5191,,,,,,,,,
2023,4306767,2,5,49.36,735.5071,,,,,,,,,
2023,4307054,2,3,61.92,744.9443,,,,,,,,,
2023,4307815,2,3,96.83,775.5771,,,,,,,,,
2023,4310504,2,2,92.86,801.2479,,,,,,,,,
2023,4310900,2,3,84.62,765.5952,,,,,,,,,
2023,4311627,2,3,67.55,749.7513,,,,,,,,,
2023,4314308,2,2,100,785.5676,,,,,,,,,
2023,4314803,2,3,56.04,741.5347,,,,,,,,,
2023,4315602,2,3,54.17,740.4874,,,,,,,,,
2023,4317608,2,5,74.3,755.9535,,,,,,,,,
2023,4318903,2,2,78.2,760.0346,,,,,,,,,
2023,4319000,2,2,81.28,760.1649,,,,,,,,,
2023,4319802,2,2,66.67,754.1514,,,,,,,,,
2023,4320552,2,5,74.77,759.6763,,,,,,,,,
2023,4321204,2,2,52.99,742.2362,,,,,,,,,
2023,4321600,2,3,54.39,737.4222,,,,,,,,,
2023,4321667,2,3,87.85,765.4112,,,,,,,,,
2023,5000807,2,5,65.19,758.5781,,,,,,,,,
2023,5003306,2,3,39.69,722.6428,,,,,,,,,
2023,5007554,2,5,48.28,737.9546,,,,,,,,,
2023,5101209,2,5,22.22,714.96,,,,,,,,,
2023,5103437,2,5,33.24,717.42,,,,,,,,,
2023,5105002,2,5,46.7,734.72,,,,,,,,,
2023,5105200,2,3,48.65,741.9,,,,,,,,,
2023,5106216,2,5,57.37,753.24,,,,,,,,,
2023,5106232,2,5,50.74,740.77,,,,,,,,,
2023,5106257,2,5,71.61,764.64,,,,,,,,,
2023,5106281,2,2,76.47,774.7,,,,,,,,,
2023,5107008,2,5,45.19,734.9,,,,,,,,,
2023,5107602,2,5,52.75,743.83,,,,,,,,,
2023,5107875,2,5,69.76,762.99,,,,,,,,,
2023,5202809,2,5,71.44,757.1252,,,,,,,,,
2023,5203807,2,5,82.04,778.4006,,,,,,,,,
2023,5206602,2,5,76.19,767.0505,,,,,,,,,
2023,5214606,2,3,72.84,756.2293,,,,,,,,,
2023,5215207,2,5,84.09,768.9761,,,,,,,,,
2023,1300508,2,5,30.89,713.5801,,,,,,,,,
2023,1300680,2,2,66.35,747.316,,,,,,,,,
2023,1301159,2,5,36.67,721.9298,,,,,,,,,
2023,1301951,2,5,74.47,757.554,,,,,,,,,
2023,1302801,2,3,20.95,704.7891,,,,,,,,,
2023,1303536,2,3,34.17,714.1336,,,,,,,,,
2023,1303908,2,3,33.12,717.8585,,,,,,,,,
2023,1500909,2,5,38.56,724.8602,,,,,,,,,
2023,1502764,2,3,50.13,740.7593,,,,,,,,,
2023,1505064,2,5,55.6,736.802,,,,,,,,,
2023,1506104,2,5,48.96,736.6473,,,,,,,,,
2023,1507805,2,3,33.22,720.8878,,,,,,,,,
2023,1507953,2,3,37.67,722.3685,,,,,,,,,
2023,1507979,2,3,70.72,751.8977,,,,,,,,,
2023,1600303,2,2,38.94,729.6472,,,,,,,,,
2023,1703073,2,3,11.92,698.9394,,,,,,,,,
2023,1703305,2,3,26.13,718.8731,,,,,,,,,
2023,1707306,2,3,34.95,725.1042,,,,,,,,,
2023,1713700,2,5,29.33,720.0864,,,,,,,,,
2023,1716653,2,3,35.23,733.6772,,,,,,,,,
2023,1717909,2,3,47.6,737.8823,,,,,,,,,
2023,1720853,2,3,77.59,767.597,,,,,,,,,
2023,2100105,2,5,72.13,784.4406,,,,,,,,,
2023,2101103,2,5,81.88,780.2287,,,,,,,,,
2023,2102754,2,3,35.67,728.3281,,,,,,,,,
2023,2102804,2,3,44.54,735.5742,,,,,,,,,
2023,2109106,2,3,54.77,744.907,,,,,,,,,
2023,2110237,2,3,85.85,781.5205,,,,,,,,,
2023,2111052,2,5,33.48,724.5317,,,,,,,,,
2023,2111052,2,3,33.48,724.5317,,,,,,,,,
2023,2112308,2,3,38.93,728.3353,,,,,,,,,
2023,2202802,2,5,47.28,737.7939,,,,,,,,,
2023,2204600,2,5,82.43,777.3767,,,,,,,,,
2023,2205557,2,3,21.65,704.2064,,,,,,,,,
2023,2205706,2,3,62.07,754.5429,,,,,,,,,
2023,2207850,2,3,66.32,753.361,,,,,,,,,
2023,2208650,2,5,60.22,753.4794,,,,,,,,,
2023,2210904,2,3,68.44,776.3475,,,,,,,,,
2023,2302206,2,3,78.11,780.2903,,,,,,,,,
2023,2303907,2,3,75.3,780.4655,,,,,,,,,
2023,2304277,2,5,98.58,824.9662,,,,,,,,,
2023,2306405,2,3,84.81,788.5474,,,,,,,,,
2023,2307650,2,3,82.4,789.271,,,,,,,,,
2023,2308906,2,5,98.9,838.7366,,,,,,,,,
2023,2309805,2,3,88.89,798.9262,,,,,,,,,
2023,2311009,2,3,96.02,801.1568,,,,,,,,,
2023,2313005,2,3,98.1,818.9533,,,,,,,,,
2023,2313609,2,5,96.98,816.3502,,,,,,,,,
2023,2401305,2,2,22.22,717.2762,,,,,,,,,
2023,2402006,2,5,37.06,725.0571,,,,,,,,,
2023,2404309,2,5,53.1,738.7376,,,,,,,,,
2023,2405504,2,3,16.62,694.866,,,,,,,,,
2023,2406106,2,2,44.44,741.6404,,,,,,,,,
2023,2406155,2,3,54.55,729.6926,,,,,,,,,
2023,2408102,2,2,45.65,734.6901,,,,,,,,,
2023,2410603,2,3,29.93,728.2479,,,,,,,,,
2023,2411429,2,5,52.34,749.0748,,,,,,,,,
2023,2500577,2,3,44.32,729.5265,,,,,,,,,
2023,2502805,2,3,53.57,746.9037,,,,,,,,,
2023,2503555,2,5,32.54,712.9612,,,,,,,,,
2023,2505352,2,3,37.73,725.2381,,,,,,,,,
2023,2509800,2,5,56.27,748.2048,,,,,,,,,
2023,2512721,2,5,47.41,730.2051,,,,,,,,,
2023,2512762,2,3,68.24,753.6287,,,,,,,,,
2023,2514206,2,5,85.74,792.8774,,,,,,,,,
2023,2602209,2,5,60.94,757.9271,,,,,,,,,
2023,2603405,2,5,74.41,761.1064,,,,,,,,,
2023,2603702,2,3,48.26,732.2627,,,,,,,,,
2023,2606903,2,5,72.59,756.3603,,,,,,,,,
2023,2607802,2,5,48.29,742.0696,,,,,,,,,
2023,2616100,2,3,53.39,748.2075,,,,,,,,,
2023,2616308,2,5,57.45,742.2293,,,,,,,,,
2023,2704203,2,5,43.45,728.5189,,,,,,,,,
2023,2706422,2,5,37.81,719.5234,,,,,,,,,
2023,2706901,2,3,37.59,725.0707,,,,,,,,,
2023,2708808,2,3,36.66,724.405,,,,,,,,,
2023,2709004,2,3,42.05,732.5903,,,,,,,,,
2023,2803302,2,5,42.14,728.7416,,,,,,,,,
2023,2805406,2,5,16.35,690.8897,,,,,,,,,
2023,2900207,2,3,28.28,715.1441,,,,,,,,,
2023,2903953,2,3,41.85,721.0712,,,,,,,,,
2023,2904308,2,5,53.47,743.3517,,,,,,,,,
2023,2906808,2,3,29.69,720.1431,,,,,,,,,
2023,2908606,2,5,40.59,730.3302,,,,,,,,,
2023,2909703,2,5,44.52,733.6461,,,,,,,,,
2023,2914000,2,5,29.98,719.9394,,,,,,,,,
2023,2914307,2,5,27.38,714.4934,,,,,,,,,
2023,2919058,2,3,55.06,746.9618,,,,,,,,,
2023,2921203,2,5,47.8,735.3213,,,,,,,,,
2023,2921302,2,3,33.87,723.1544,,,,,,,,,
2023,2926509,2,5,28.72,717.885,,,,,,,,,
2023,2926905,2,5,36.5,722.3714,,,,,,,,,
2023,2929305,2,5,36.4,724.2595,,,,,,,,,
2023,2930154,2,3,36.17,719.9535,,,,,,,,,
2023,2930600,2,3,32.84,724.9014,,,,,,,,,
2023,2931301,2,3,33.06,717.8532,,,,,,,,,
2023,2931905,2,3,28.98,721.6864,,,,,,,,,
2023,2933000,2,5,32.24,721.6298,,,,,,,,,
2023,3102050,2,5,93.75,789.1133,,,,,,,,,
2023,3102209,2,2,86.67,779.7312,,,,,,,,,
2023,3102704,2,3,60.31,750.0883,,,,,,,,,
2023,3108008,2,5,67.28,763.4957,,,,,,,,,
2023,3109709,2,5,61.69,753.1627,,,,,,,,,
2023,3111606,2,5,65.56,759.2635,,,,,,,,,
2023,3112059,2,3,60.18,757.3979,,,,,,,,,
2023,3117836,2,5,40.37,718.7208,,,,,,,,,
2023,3122108,2,5,41.39,728.2288,,,,,,,,,
2023,3122470,2,3,55.56,758.937,,,,,,,,,
2023,3123908,2,5,84.92,781.957,,,,,,,,,
2023,3125200,2,5,71.98,768.167,,,,,,,,,
2023,3126703,2,5,46.5,736.8331,,,,,,,,,
2023,3127057,2,3,37.26,728.2134,,,,,,,,,
2023,3128253,2,3,42,725.8185,,,,,,,,,
2023,3130408,2,5,72.8,758.0282,,,,,,,,,
2023,3131109,2,5,40.65,732.7521,,,,,,,,,
2023,3133600,2,5,52,743.8018,,,,,,,,,
2023,3134806,2,3,70.85,769.5899,,,,,,,,,
2023,3135308,2,5,71.03,767.3019,,,,,,,,,
2023,3137205,2,5,66.18,757.2947,,,,,,,,,
2023,3140852,2,3,37.68,730.8031,,,,,,,,,
2023,3143401,2,3,53.93,744.4917,,,,,,,,,
2023,3144409,2,3,70.18,757.5992,,,,,,,,,
2023,3144805,2,3,56.76,747.3635,,,,,,,,,
2023,3145307,2,3,75.6,767.5697,,,,,,,,,
2023,3145703,2,3,71.43,762.4895,,,,,,,,,
2023,3148400,2,5,70.37,754.364,,,,,,,,,
2023,3148806,2,3,85.38,779.2503,,,,,,,,,
2023,3150505,2,3,72.81,765.6035,,,,,,,,,
2023,3153103,2,2,74.11,767.5853,,,,,,,,,
2023,3153400,2,3,77.37,771.5649,,,,,,,,,
2023,3162252,2,5,49.97,746.4242,,,,,,,,,
2023,3162609,2,3,83.42,775.8265,,,,,,,,,
2023,3164001,2,3,81.45,777.7359,,,,,,,,,
2023,3164472,2,5,58.19,746.2165,,,,,,,,,
2023,3164803,2,5,66.67,753.6709,,,,,,,,,
2023,3165305,2,5,60.1,751.6821,,,,,,,,,
2023,3169901,2,2,75.58,759.6271,,,,,,,,,
2023,3170008,2,5,68.82,763.5236,,,,,,,,,
2023,3170909,2,3,46.77,734.4681,,,,,,,,,
2023,3171808,2,3,44.13,737.4417,,,,,,,,,
2023,3202306,2,5,74.04,757.4418,,,,,,,,,
2023,3204500,2,3,83.8,770.6508,,,,,,,,,
2023,3300233,2,3,67.2,752.0666,,,,,,,,,
2023,3300308,2,5,45.28,730.9574,,,,,,,,,
2023,3304409,2,5,65.58,748.3858,,,,,,,,,
2023,3501301,2,3,53.91,746.8038,,,,,,,,,
2023,3508702,2,5,70.13,759.7984,,,,,,,,,
2023,3516903,2,3,60.8,752.3823,,,,,,,,,
2023,3526902,2,5,62.18,752.7536,,,,,,,,,
2023,3530805,2,3,53.79,744.1995,,,,,,,,,
2023,3534104,2,3,59.52,756.8535,,,,,,,,,
2023,3535101,2,3,82.65,773.0297,,,,,,,,,
2023,3535408,2,3,85.96,795.5431,,,,,,,,,
2023,3537800,2,3,58.57,745.6869,,,,,,,,,
2023,3543709,2,3,58.93,749.4694,,,,,,,,,
2023,3549102,2,3,54.57,741.9891,,,,,,,,,
2023,3551009,2,5,42.77,728.1962,,,,,,,,,
2023,3553104,2,3,67.19,759.4052,,,,,,,,,
2023,3556602,2,3,62.72,752.3045,,,,,,,,,
2023,4106902,2,3,70.41,753.0573,,,,,,,,,
2023,4107520,2,5,42.11,746.1091,,,,,,,,,
2023,4107736,2,5,80.92,764.9956,,,,,,,,,
2023,4107900,2,5,76.39,757.3585,,,,,,,,,
2023,4108601,2,5,70.49,753.0691,,,,,,,,,
2023,4110078,2,3,71.92,759.56,,,,,,,,,
2023,4110706,2,5,82.74,766.9048,,,,,,,,,
2023,4112405,2,5,73.42,762.1406,,,,,,,,,
2023,4113908,2,5,82.55,771.9721,,,,,,,,,
2023,4117255,2,3,80.81,761.5121,,,,,,,,,
2023,4119905,2,3,75.79,757.4976,,,,,,,,,
2023,4120150,2,5,100,790.4418,,,,,,,,,
2023,4122206,2,5,62.29,745.8263,,,,,,,,,
2023,4124509,2,3,91.05,771.0423,,,,,,,,,
2023,4125902,2,3,71.94,755.0155,,,,,,,,,
2023,4201653,2,5,75.71,756.914,,,,,,,,,
2023,4202131,2,5,86.2,763.6815,,,,,,,,,
2023,4203105,2,2,78.16,758.0216,,,,,,,,,
2023,4203808,2,2,78.33,766.0679,,,,,,,,,
2023,4204608,2,3,59.07,745.4503,,,,,,,,,
2023,4205191,2,5,8.81,711.0258,,,,,,,,,
2023,4207007,2,3,69.76,755.3795,,,,,,,,,
2023,4208450,2,5,47.67,732.8397,,,,,,,,,
2023,4211702,2,5,68.54,753.2686,,,,,,,,,
2023,4212007,2,5,80.08,765.8122,,,,,,,,,
2023,4212254,2,5,56.11,744.4176,,,,,,,,,
2023,4212908,2,2,66.69,755.1246,,,,,,,,,
2023,4213401,2,2,75.1,755.715,,,,,,,,,
2023,4214102,2,5,51.67,743.9299,,,,,,,,,
2023,4215109,2,2,72.22,753.1418,,,,,,,,,
2023,4215802,2,2,70.54,754.3512,,,,,,,,,
2023,4216008,2,2,75.69,760.9385,,,,,,,,,
2023,4216008,2,3,62.12,747.4854,,,,,,,,,
2023,4216206,2,5,46.01,732.9479,,,,,,,,,
2023,4218202,2,2,58.53,745.0222,,,,,,,,,
2023,4219002,2,3,68.86,754.8917,,,,,,,,,
2023,4219101,2,3,80.87,761.5036,,,,,,,,,
2023,4219200,2,3,73.28,757.7997,,,,,,,,,
2023,4300109,2,5,59.49,749.6047,,,,,,,,,
2023,4300554,2,2,61.54,746.5185,,,,,,,,,
2023,4300646,2,3,48.98,734.7382,,,,,,,,,
2023,4302204,2,3,81.93,770.651,,,,,,,,,
2023,4303905,2,2,80.95,768.4788,,,,,,,,,
2023,4304358,2,2,63.31,752.0117,,,,,,,,,
2023,4306502,2,3,59.64,742.8297,,,,,,,,,
2023,4307450,2,3,97.22,776.5741,,,,,,,,,
2023,4311981,2,3,61.86,749.6367,,,,,,,,,
2023,4312443,2,3,80.01,761.9138,,,,,,,,,
2023,4314035,2,3,73.01,758.9107,,,,,,,,,
2023,4316006,2,3,88.63,767.0619,,,,,,,,,
2023,4317608,2,2,71.36,752.9695,,,,,,,,,
2023,4318606,2,5,67.83,760.3714,,,,,,,,,
2023,4319356,2,3,80.67,763.4491,,,,,,,,,
2023,4320859,2,5,55.83,744.6538,,,,,,,,,
2023,4320909,2,3,69.7,752.5675,,,,,,,,,
2023,4321477,2,2,89.47,771.5555,,,,,,,,,
2023,4323606,2,3,95.03,771.8497,,,,,,,,,
2023,5000807,2,3,65.19,758.5781,,,,,,,,,
2023,5006275,2,3,76.38,770.0432,,,,,,,,,
2023,5100102,2,3,38.04,732.09,,,,,,,,,
2023,5103106,2,3,78.71,776.26,,,,,,,,,
2023,5104906,2,2,61.7,761.03,,,,,,,,,
2023,5107883,2,3,65.34,760.31,,,,,,,,,
2023,5107958,2,5,48.7,739.12,,,,,,,,,
2023,5108204,2,5,95.14,812.74,,,,,,,,,
2023,5200050,2,5,59.84,748.6854,,,,,,,,,
2023,5201454,2,3,59.59,751.3452,,,,,,,,,
2023,5201603,2,3,77.27,776.371,,,,,,,,,
2023,5205521,2,3,62.72,744.6398,,,,,,,,,
2023,5207907,2,5,66.75,752.5228,,,,,,,,,
2023,5208707,2,3,66.56,750.6494,,,,,,,,,
2023,5209937,2,5,76.2,758.8714,,,,,,,,,
2023,5210307,2,5,88.14,778.1195,,,,,,,,,
2023,1101104,2,3,98.79,817.1203,,,,,,,,,
2023,1301803,2,2,75.66,764.8319,,,,,,,,,
2023,1302553,2,5,49.88,736.3194,,,,,,,,,
2023,1506187,2,3,60.17,741.1775,,,,,,,,,
2023,1507474,2,3,29.84,721.319,,,,,,,,,
2023,1508050,2,5,70.84,753.481,,,,,,,,,
2023,1508159,2,5,65.52,751.7016,,,,,,,,,
2023,1702901,2,5,30.34,720.5425,,,,,,,,,
2023,1705557,2,3,62.09,759.7223,,,,,,,,,
2023,1707009,2,3,51.81,742.3055,,,,,,,,,
2023,1711902,2,3,26.02,715.7214,,,,,,,,,
2023,1720853,2,5,77.59,767.597,,,,,,,,,
2023,2104107,2,5,45.09,740.5349,,,,,,,,,
2023,2104628,2,5,98.32,794.1741,,,,,,,,,
2023,2106706,2,5,35.01,726.5724,,,,,,,,,
2023,2107258,2,5,85.65,792.2617,,,,,,,,,
2023,2111003,2,5,29.54,719.2942,,,,,,,,,
2023,2111763,2,3,32.24,725.5966,,,,,,,,,
2023,2111953,2,3,75.39,788.8061,,,,,,,,,
2023,2112407,2,3,40.48,728.4776,,,,,,,,,
2023,2112803,2,5,58.28,750.4503,,,,,,,,,
2023,2200202,2,3,90.64,802.035,,,,,,,,,
2023,2201002,2,5,83.8,777.8225,,,,,,,,,
2023,2201804,2,3,90.77,792.8046,,,,,,,,,
2023,2201945,2,3,96.48,805.518,,,,,,,,,
2023,2202802,2,3,47.28,737.7939,,,,,,,,,
2023,2205581,2,3,7.17,680.4176,,,,,,,,,
2023,2206704,2,3,46.93,736.7761,,,,,,,,,
2023,2206803,2,3,64.19,759.8115,,,,,,,,,
2023,2209500,2,3,73.42,771.6802,,,,,,,,,
2023,2209955,2,5,53.64,746.8414,,,,,,,,,
2023,2210201,2,3,93.83,781.6936,,,,,,,,,
2023,2211407,2,3,93.66,796.6716,,,,,,,,,
2023,2302057,2,5,96.36,826.9958,,,,,,,,,
2023,2305407,2,3,80.08,781.5907,,,,,,,,,
2023,2310704,2,5,93.06,815.984,,,,,,,,,
2023,2311207,2,3,90.85,800.1922,,,,,,,,,
2023,2311355,2,5,79.3,778.2736,,,,,,,,,
2023,2400802,2,3,19.34,713.1334,,,,,,,,,
2023,2401107,2,3,52.23,747.557,,,,,,,,,
2023,2404101,2,3,38.33,728.876,,,,,,,,,
2023,2404408,2,3,40.43,736.4214,,,,,,,,,
2023,2404705,2,3,13.69,698.7556,,,,,,,,,
2023,2407104,2,3,29.15,713.2767,,,,,,,,,
2023,2407401,2,5,41.19,727.7542,,,,,,,,,
2023,2409209,2,3,47.42,732.2054,,,,,,,,,
2023,2413706,2,3,28.73,709.9814,,,,,,,,,
2023,2500304,2,5,31.18,721.147,,,,,,,,,
2023,2501153,2,5,25,706.2589,,,,,,,,,
2023,2503753,2,3,84.33,769.4357,,,,,,,,,
2023,2504033,2,5,56.03,743.4594,,,,,,,,,
2023,2505600,2,5,25,698.5724,,,,,,,,,
2023,2507507,2,2,59.78,749.1018,,,,,,,,,
2023,2507606,2,3,28.86,719.7833,,,,,,,,,
2023,2509339,2,5,79.28,772.9034,,,,,,,,,
2023,2511400,2,3,52.51,739.8854,,,,,,,,,
2023,2513802,2,5,40.43,740.587,,,,,,,,,
2023,2514909,2,5,37.65,727.2382,,,,,,,,,
2023,2515203,2,3,94.99,793.4907,,,,,,,,,
2023,2602001,2,5,45.23,739.1773,,,,,,,,,
2023,2602209,2,3,60.94,757.9271,,,,,,,,,
2023,2602407,2,5,67.02,762.7352,,,,,,,,,
2023,2606101,2,5,70.58,760.1192,,,,,,,,,
2023,2608800,2,3,47.71,741.2816,,,,,,,,,
2023,2611507,2,3,48.12,739.6498,,,,,,,,,
2023,2611804,2,3,61.57,756.9955,,,,,,,,,
2023,2613206,2,5,60.81,747.9292,,,,,,,,,
2023,2701704,2,3,41.23,722.851,,,,,,,,,
2023,2706505,2,3,42.03,729.4286,,,,,,,,,
2023,2800308,2,3,29.69,712.4347,,,,,,,,,
2023,2802403,2,5,19.42,705.7267,,,,,,,,,
2023,2900900,2,3,31.19,728.7959,,,,,,,,,
2023,2901205,2,5,36.54,721.3813,,,,,,,,,
2023,2905008,2,3,51.82,738.7727,,,,,,,,,
2023,2906709,2,5,38.1,731.4995,,,,,,,,,
2023,2907400,2,5,10.48,713.6702,,,,,,,,,
2023,2908002,2,5,37.24,731.433,,,,,,,,,
2023,2912202,2,3,27.86,714.8454,,,,,,,,,
2023,2916807,2,5,38.17,728.162,,,,,,,,,
2023,2917607,2,3,46.31,736.3326,,,,,,,,,
2023,2918902,2,5,58.38,742.1224,,,,,,,,,
2023,2920106,2,5,40.81,723.5388,,,,,,,,,
2023,2924801,2,3,43.07,733.8389,,,,,,,,,
2023,2925105,2,3,44.01,731.9678,,,,,,,,,
2023,2929255,2,5,33.19,723.7604,,,,,,,,,
2023,2929800,2,3,15.02,703.2179,,,,,,,,,
2023,2933406,2,5,53.42,743.2173,,,,,,,,,
2023,3102506,2,5,66.97,756.5999,,,,,,,,,
2023,3106507,2,2,79.27,789.3767,,,,,,,,,
2023,3108206,2,2,50,748.1724,,,,,,,,,
2023,3108503,2,5,77.77,770.7866,,,,,,,,,
2023,3111002,2,5,69.98,759.9979,,,,,,,,,
2023,3115003,2,5,63.9,757.3868,,,,,,,,,
2023,3115474,2,5,61.25,745.0643,,,,,,,,,
2023,3121506,2,3,68.18,781.1539,,,,,,,,,
2023,3122504,2,3,74.74,763.2474,,,,,,,,,
2023,3124807,2,3,46.84,735.4772,,,,,,,,,
2023,3129400,2,3,89.43,788.4019,,,,,,,,,
2023,3134202,2,5,62.19,752.5405,,,,,,,,,
2023,3136009,2,2,93.75,776.4492,,,,,,,,,
2023,3137403,2,5,63.91,759.5879,,,,,,,,,
2023,3139508,2,3,68.6,758.6537,,,,,,,,,
2023,3140506,2,5,61.19,757.8545,,,,,,,,,
2023,3143609,2,3,96.43,806.2308,,,,,,,,,
2023,3144508,2,3,87.42,780.546,,,,,,,,,
2023,3146305,2,3,48.95,736.0099,,,,,,,,,
2023,3147006,2,3,65.69,759.2041,,,,,,,,,
2023,3147402,2,5,45.79,740.0063,,,,,,,,,
2023,3149903,2,5,71.24,765.3825,,,,,,,,,
2023,3150802,2,2,60,753.963,,,,,,,,,
2023,3151800,2,5,58.12,749.6905,,,,,,,,,
2023,3152600,2,3,78.44,766.1734,,,,,,,,,
2023,3155306,2,5,71.24,763.7663,,,,,,,,,
2023,3157708,2,5,62.9,748.9472,,,,,,,,,
2023,3158300,2,2,76.19,768.1195,,,,,,,,,
