ano,id_municipio,rede,taxa_alfabetizacao,meta_alfabetizacao_2024,meta_alfabetizacao_2025,meta_alfabetizacao_2026,meta_alfabetizacao_2027,meta_alfabetizacao_2028,meta_alfabetizacao_2029,meta_alfabetizacao_2030,nivel_alfabetizacao,percentual_participacao
2024,2932705,Municipal,26.42,37.1,44.8,52.75,60.57,67.88,74.41,80,0,82.38
2023,2705309,Municipal,30,37.11,44.81,52.76,60.57,67.88,74.41,80,0,94.67
2024,2929206,Municipal,25.66,37.11,44.81,52.76,60.57,67.88,74.41,80,0,87.72
2023,2929206,Municipal,30,37.11,44.81,52.76,60.57,67.88,74.41,80,0,85.78
2024,2705309,Municipal,27.99,37.11,44.81,52.76,60.57,67.88,74.41,80,0,98.46
2024,1701101,Municipal,35.78,37.16,44.85,52.79,60.6,67.9,74.42,80,0,84.34
2023,1701101,Municipal,30.1,37.16,44.85,52.79,60.6,67.9,74.42,80,0,89.02
2024,2707404,Municipal,27.47,37.21,44.89,52.83,60.62,67.91,74.42,80,0,93.01
2023,2707404,Municipal,30.1,37.21,44.89,52.83,60.62,67.91,74.42,80,0,86.54
2024,4210704,Municipal,37.3,,45.04,52.95,60.71,67.97,74.45,80,0,75
2023,4210704,Municipal,,,45.04,52.95,60.71,67.97,74.45,80,,
2024,2913457,Municipal,43.64,37.38,45.04,52.95,60.71,67.97,74.45,80,1,90.16
2023,2913457,Municipal,30.3,37.38,45.04,52.95,60.71,67.97,74.45,80,0,90
2024,1702901,Municipal,40.2,37.42,45.08,52.98,60.73,67.98,74.45,80,1,86.61
2023,1702901,Municipal,30.3,37.42,45.08,52.98,60.73,67.98,74.45,80,0,91.25
2024,2405603,Municipal,63.05,37.47,45.13,53.02,60.76,68,74.46,80,3,81.91
2023,2405603,Municipal,30.4,37.47,45.13,53.02,60.76,68,74.46,80,0,85.34
2023,2925709,Municipal,30.4,37.48,45.13,53.02,60.76,68,74.46,80,0,94.07
2024,2925709,Municipal,31.78,37.48,45.13,53.02,60.76,68,74.46,80,0,89.92
2023,4309126,Municipal,,,45.15,53.04,60.77,68,74.46,80,,
2024,4309126,Municipal,37.5,,45.15,53.04,60.77,68,74.46,80,0,80
2024,2405108,Municipal,29.91,37.5,45.15,53.04,60.77,68,74.46,80,0,81.13
2023,2405108,Municipal,30.4,37.5,45.15,53.04,60.77,68,74.46,80,0,93.9
2024,5006903,Municipal,67.46,37.55,45.19,53.07,60.8,68.02,74.47,80,3,86.04
2023,5006903,Municipal,30.5,37.55,45.19,53.07,60.8,68.02,74.47,80,0,93.97
2024,2408300,Municipal,28.42,37.61,45.24,53.11,60.83,68.04,74.48,80,0,81.87
2023,2408300,Municipal,30.5,37.61,45.24,53.11,60.83,68.04,74.48,80,0,78.95
2024,2701209,Municipal,54.19,37.62,45.25,53.12,60.83,68.04,74.48,80,2,97.52
2023,2701209,Municipal,30.6,37.62,45.25,53.12,60.83,68.04,74.48,80,0,95
2024,2917706,Municipal,40.77,37.63,45.26,53.12,60.84,68.04,74.48,80,1,87.59
2023,2917706,Municipal,30.6,37.63,45.26,53.12,60.84,68.04,74.48,80,0,88.82
2023,2700508,Municipal,30.6,37.63,45.27,53.13,60.84,68.04,74.48,80,0,92.2
2024,2700508,Municipal,32.98,37.63,45.27,53.13,60.84,68.04,74.48,80,0,94
2023,2916203,Municipal,30.6,37.65,45.28,53.14,60.85,68.05,74.48,80,0,85.58
2024,2916203,Municipal,35.38,37.65,45.28,53.14,60.85,68.05,74.48,80,0,92.86
2024,5006309,Municipal,55.2,37.71,45.33,53.18,60.88,68.07,74.49,80,2,96.16
2023,5006309,Municipal,30.7,37.71,45.33,53.18,60.88,68.07,74.49,80,0,92.15
2024,1500503,Municipal,38.92,37.74,45.36,53.2,60.89,68.08,74.49,80,0,82.37
2023,1500503,Municipal,30.7,37.74,45.36,53.2,60.89,68.08,74.49,80,0,76.67
2024,2920452,Municipal,37.29,37.76,45.38,53.22,60.9,68.08,74.5,80,0,77.63
2023,2920452,Municipal,30.7,37.76,45.38,53.22,60.9,68.08,74.5,80,0,94.31
2023,2917508,Municipal,30.7,37.79,45.4,53.24,60.92,68.09,74.5,80,0,80.73
2024,2917508,Municipal,28.49,37.79,45.4,53.24,60.92,68.09,74.5,80,0,86.38
2023,2805505,Municipal,30.8,37.82,45.43,53.26,60.94,68.1,74.51,80,0,94.89
2024,2805505,Municipal,40.54,37.82,45.43,53.26,60.94,68.1,74.51,80,1,88.64
2024,1502905,Municipal,33.48,37.86,45.47,53.29,60.96,68.12,74.51,80,0,83.11
2023,1502905,Municipal,30.8,37.86,45.47,53.29,60.96,68.12,74.51,80,0,78.1
2024,2705200,Municipal,41.87,37.86,45.47,53.29,60.96,68.12,74.51,80,1,94.67
2023,1500305,Municipal,30.8,37.86,45.47,53.29,60.96,68.12,74.51,80,0,72.68
2024,1500305,Municipal,38.18,37.86,45.47,53.29,60.96,68.12,74.51,80,0,87.98
2023,2705200,Municipal,30.8,37.86,45.47,53.29,60.96,68.12,74.51,80,0,94.24
2023,1507201,Municipal,30.8,37.87,45.48,53.3,60.96,68.12,74.51,80,0,80.98
2024,1507201,Municipal,32.97,37.87,45.48,53.3,60.96,68.12,74.51,80,0,82.51
2023,2907608,Municipal,30.9,37.9,45.5,53.32,60.97,68.13,74.52,80,0,85.58
2024,2907608,Municipal,25.64,37.9,45.5,53.32,60.97,68.13,74.52,80,0,100
2023,2912103,Municipal,,,45.54,53.35,61,68.14,74.52,80,,
2024,2912103,Municipal,37.95,,45.54,53.35,61,68.14,74.52,80,0,97.08
2023,2921500,Municipal,30.9,37.95,45.54,53.35,61,68.14,74.52,80,0,85.11
2024,2921500,Municipal,27.49,37.95,45.54,53.35,61,68.14,74.52,80,0,86.55
2023,2906402,Municipal,30.9,37.97,45.56,53.36,61.01,68.15,74.52,80,0,89.06
2024,2906402,Municipal,30.77,37.97,45.56,53.36,61.01,68.15,74.52,80,0,98.11
2024,2907806,Municipal,36.31,37.98,45.57,53.37,61.01,68.15,74.53,80,0,87.22
2023,2907806,Municipal,30.9,37.98,45.57,53.37,61.01,68.15,74.53,80,0,85.16
2023,2908903,Municipal,31,37.99,45.58,53.38,61.02,68.16,74.53,80,0,83.23
2024,2908903,Municipal,21.3,37.99,45.58,53.38,61.02,68.16,74.53,80,0,84.92
2024,2922250,Municipal,22.03,38.02,45.61,53.4,61.04,68.16,74.53,80,0,89.39
2023,2922250,Municipal,31,38.02,45.61,53.4,61.04,68.16,74.53,80,0,94.74
2023,2207702,Municipal,31,38.04,45.63,53.42,61.05,68.17,74.53,80,0,82.64
2024,2207702,Municipal,38.42,38.04,45.63,53.42,61.05,68.17,74.53,80,0,87.95
2023,2933604,Municipal,31,38.06,45.64,53.43,61.06,68.18,74.54,80,0,85.19
2023,2916609,Municipal,31,38.06,45.64,53.43,61.06,68.18,74.54,80,0,75.95
2024,2916609,Municipal,36.62,38.06,45.64,53.43,61.06,68.18,74.54,80,0,94.67
2024,2933604,Municipal,32.25,38.06,45.64,53.43,61.06,68.18,74.54,80,0,93.07
2024,1200336,Municipal,38.07,,45.65,53.44,61.06,68.18,74.54,80,0,82.69
2023,1200336,Municipal,,,45.65,53.44,61.06,68.18,74.54,80,,
2023,2800407,Municipal,31,38.07,45.65,53.44,61.06,68.18,74.54,80,0,93.55
2024,2800407,Municipal,28.6,38.07,45.65,53.44,61.06,68.18,74.54,80,0,96.43
2023,2932903,Municipal,31,38.08,45.66,53.44,61.07,68.18,74.54,80,0,81.15
2024,2932903,Municipal,31.89,38.08,45.66,53.44,61.07,68.18,74.54,80,0,87.06
2024,5106778,Municipal,53.25,38.13,45.7,53.48,61.09,68.2,74.55,80,2,87.29
2023,5106778,Municipal,31.1,38.13,45.7,53.48,61.09,68.2,74.55,80,0,88.83
2024,2914653,Municipal,24.92,38.14,45.71,53.48,61.09,68.2,74.55,80,0,91.52
2023,2914653,Municipal,31.1,38.14,45.71,53.48,61.09,68.2,74.55,80,0,86.79
2023,2702405,Municipal,31.1,38.15,45.72,53.49,61.1,68.2,74.55,80,0,95
2024,2702405,Municipal,28.13,38.15,45.72,53.49,61.1,68.2,74.55,80,0,89.74
2023,2918407,Municipal,31.2,38.21,45.77,53.54,61.13,68.22,74.56,80,0,87.69
2024,2918407,Municipal,29.31,38.21,45.77,53.54,61.13,68.22,74.56,80,0,91.19
2023,2411007,Municipal,31.2,38.22,45.78,53.54,61.14,68.23,74.56,80,0,86.54
2024,2411007,Municipal,41.06,38.22,45.78,53.54,61.14,68.23,74.56,80,1,87.18
2023,2900900,Municipal,31.2,38.22,45.78,53.54,61.14,68.23,74.56,80,0,82.19
2024,2900900,Municipal,23.91,38.22,45.78,53.54,61.14,68.23,74.56,80,0,97.87
2024,2401859,Municipal,26.47,38.23,45.79,53.55,61.14,68.23,74.56,80,0,77.38
2024,1600105,Municipal,19.03,38.23,45.79,53.55,61.14,68.23,74.56,80,0,86.55
2023,1600105,Municipal,31.2,38.23,45.79,53.55,61.14,68.23,74.56,80,0,93.62
2023,2401859,Municipal,31.2,38.23,45.79,53.55,61.14,68.23,74.56,80,0,90
2024,1706506,Municipal,45.61,38.24,45.8,53.56,61.15,68.23,74.56,80,1,87.23
2023,1706506,Municipal,31.2,38.24,45.8,53.56,61.15,68.23,74.56,80,0,89.52
2023,2912707,Municipal,31.2,38.26,45.82,53.57,61.16,68.24,74.56,80,0,85.77
2024,2912707,Municipal,22.06,38.26,45.82,53.57,61.16,68.24,74.56,80,0,92.31
2024,1501782,Municipal,50.55,38.27,45.82,53.58,61.16,68.24,74.57,80,2,86.72
2023,1501782,Municipal,31.2,38.27,45.82,53.58,61.16,68.24,74.57,80,0,82.78
2023,2922656,Municipal,31.3,38.28,45.83,53.58,61.17,68.24,74.57,80,0,87.97
2024,2922656,Municipal,26.14,38.28,45.83,53.58,61.17,68.24,74.57,80,0,83.41
2024,2500304,Municipal,28.48,38.31,45.86,53.6,61.18,68.25,74.57,80,0,83.65
2023,2500304,Municipal,31.3,38.31,45.86,53.6,61.18,68.25,74.57,80,0,81.25
2023,2929354,Municipal,31.3,38.32,45.87,53.62,61.19,68.26,74.57,80,0,82.35
2024,2929354,Municipal,27.27,38.32,45.87,53.62,61.19,68.26,74.57,80,0,93.9
2023,2204402,Municipal,31.3,38.32,45.87,53.61,61.18,68.25,74.57,80,0,96.8
2024,2204402,Municipal,39.2,38.32,45.87,53.61,61.18,68.25,74.57,80,0,96.45
2024,5101852,Municipal,82.63,38.34,45.89,53.63,61.2,68.26,74.58,80,5,90.4
2023,5101852,Municipal,31.3,38.34,45.89,53.63,61.2,68.26,74.58,80,0,78.85
2024,2102309,Municipal,57.18,38.42,45.96,53.68,61.24,68.29,74.59,80,2,96.08
2023,2911857,Municipal,31.4,38.42,45.96,53.68,61.24,68.29,74.59,80,0,88.6
2024,2911857,Municipal,36.36,38.42,45.96,53.68,61.24,68.29,74.59,80,0,70.97
2023,2102309,Municipal,31.4,38.42,45.96,53.68,61.24,68.29,74.59,80,0,93.8
2023,2407252,Municipal,31.4,38.44,45.97,53.7,61.25,68.29,74.59,80,0,90.16
2024,2407252,Municipal,60.04,38.44,45.97,53.7,61.25,68.29,74.59,80,3,90
2023,5106505,Municipal,31.4,38.45,45.98,53.7,61.25,68.29,74.59,80,0,91.82
2023,2932309,Municipal,31.4,38.45,45.98,53.7,61.25,68.29,74.59,80,0,80.27
2024,2932309,Municipal,41.9,38.45,45.98,53.7,61.25,68.29,74.59,80,1,78.95
2024,5106505,Municipal,38.36,38.45,45.98,53.7,61.25,68.29,74.59,80,0,91.6
2024,3126604,Municipal,37.5,38.49,46.02,53.74,61.27,68.31,74.6,80,0,100
2023,3126604,Municipal,31.5,38.49,46.02,53.74,61.27,68.31,74.6,80,0,100
2024,2100832,Municipal,39.08,38.52,46.05,53.75,61.29,68.32,74.6,80,0,80.1
2023,2100832,Municipal,31.5,38.52,46.05,53.75,61.29,68.32,74.6,80,0,88.21
2023,2914802,Municipal,31.6,38.61,46.12,53.81,61.33,68.34,74.61,80,0,79.28
2024,2914802,Municipal,29.75,38.61,46.12,53.81,61.33,68.34,74.61,80,0,85.26
2024,2709202,Municipal,47.49,38.63,46.14,53.83,61.34,68.35,74.61,80,1,94.67
2023,2709202,Municipal,31.6,38.63,46.14,53.83,61.34,68.35,74.61,80,0,92.61
2024,3544103,Municipal,57.14,38.67,46.18,53.86,61.36,68.36,74.62,80,2,93.33
2023,3544103,Municipal,31.7,38.67,46.18,53.86,61.36,68.36,74.62,80,0,90
2023,2908200,Municipal,31.7,38.68,46.19,53.87,61.37,68.37,74.62,80,0,83.54
2024,2908200,Municipal,27.46,38.68,46.19,53.87,61.37,68.37,74.62,80,0,84.02
2024,1304005,Municipal,38.73,,46.24,53.91,61.4,68.38,74.63,80,0,86.01
2023,1304005,Municipal,,,46.24,53.91,61.4,68.38,74.63,80,,
2023,2706802,Municipal,31.7,38.74,46.24,53.91,61.4,68.38,74.63,80,0,94.78
2024,2706802,Municipal,42.39,38.74,46.24,53.91,61.4,68.38,74.63,80,1,93.78
2023,2921609,Municipal,31.8,38.78,46.27,53.93,61.41,68.39,74.63,80,0,94.74
2024,2921609,Municipal,28.89,38.78,46.27,53.93,61.41,68.39,74.63,80,0,98.9
2023,2700607,Municipal,31.8,38.79,46.28,53.94,61.42,68.4,74.63,80,0,92.04
2024,2700607,Municipal,39.04,38.79,46.28,53.94,61.42,68.4,74.63,80,0,91.04
2024,2930402,Municipal,36.67,38.83,46.32,53.97,61.44,68.41,74.64,80,0,94.74
2023,2930402,Municipal,31.8,38.83,46.32,53.97,61.44,68.41,74.64,80,0,90.38
2024,2707909,Municipal,38.52,38.86,46.34,53.99,61.46,68.42,74.64,80,0,95.77
2023,2707909,Municipal,31.9,38.86,46.34,53.99,61.46,68.42,74.64,80,0,91.87
2024,2922854,Municipal,27.03,38.9,46.37,54.02,61.48,68.43,74.65,80,0,78.72
2023,2922854,Municipal,31.9,38.9,46.37,54.02,61.48,68.43,74.65,80,0,85
2023,1200427,Municipal,,,46.4,54.04,61.49,68.44,74.65,80,,
2024,1200427,Municipal,38.92,,46.4,54.04,61.49,68.44,74.65,80,0,75.66
2024,3301157,Municipal,34.97,38.93,46.4,54.04,61.49,68.44,74.65,80,0,84.9
2023,3301157,Municipal,31.9,38.93,46.4,54.04,61.49,68.44,74.65,80,0,82.72
2023,1504604,Municipal,32,38.95,46.42,54.06,61.5,68.45,74.66,80,0,81.97
2023,2910800,Municipal,32,38.95,46.42,54.05,61.5,68.45,74.66,80,0,72.75
2024,1504604,Municipal,37.29,38.95,46.42,54.06,61.5,68.45,74.66,80,0,77.17
2024,2910800,Municipal,33.19,38.95,46.42,54.05,61.5,68.45,74.66,80,0,82.72
2023,2401453,Municipal,32,38.99,46.46,54.08,61.52,68.46,74.66,80,0,78.48
2024,2401453,Municipal,44.48,38.99,46.46,54.08,61.52,68.46,74.66,80,1,85.51
2023,3149507,Municipal,32,39,46.46,54.09,61.53,68.46,74.66,80,0,97.78
2024,3149507,Municipal,69.05,39,46.46,54.09,61.53,68.46,74.66,80,3,100
2024,1600709,Municipal,94.21,39.04,46.5,54.12,61.55,68.47,74.67,80,5,91.5
2023,1600709,Municipal,32.1,39.04,46.5,54.12,61.55,68.47,74.67,80,0,92.17
2023,2929008,Municipal,32.1,39.05,46.51,54.12,61.55,68.48,74.67,80,0,81.55
2024,2929008,Municipal,31.33,39.05,46.51,54.12,61.55,68.48,74.67,80,0,95.4
2023,3509809,Municipal,32.1,39.06,46.51,54.13,61.55,68.48,74.67,80,0,91.38
2024,3509809,Municipal,86.59,39.06,46.51,54.13,61.55,68.48,74.67,80,5,93.85
2023,2918605,Municipal,32.1,39.08,46.53,54.14,61.56,68.49,74.67,80,0,91.04
2024,2918605,Municipal,33.33,39.08,46.53,54.14,61.56,68.49,74.67,80,0,97.5
2024,1504703,Municipal,34.29,39.09,46.54,54.15,61.57,68.49,74.67,80,0,84.41
2024,5209408,Municipal,64.58,39.09,46.54,54.15,61.57,68.49,74.67,80,3,100
2023,1504703,Municipal,32.1,39.09,46.54,54.15,61.57,68.49,74.67,80,0,83.65
2023,5209408,Municipal,32.1,39.09,46.54,54.15,61.57,68.49,74.67,80,0,83.78
2023,2409308,Municipal,32.2,39.13,46.58,54.18,61.59,68.5,74.68,80,0,83.33
2024,2409308,Municipal,32.76,39.13,46.58,54.18,61.59,68.5,74.68,80,0,83.33
2023,1715002,Municipal,32.2,39.14,46.59,54.19,61.6,68.5,74.68,80,0,87.88
2023,2408201,Municipal,32.2,39.14,46.59,54.19,61.6,68.5,74.68,80,0,77.92
2024,2408201,Municipal,49.76,39.14,46.59,54.19,61.6,68.5,74.68,80,1,79.3
2024,1715002,Municipal,55.38,39.14,46.59,54.19,61.6,68.5,74.68,80,2,96.67
2023,2706307,Municipal,32.2,39.15,46.59,54.19,61.6,68.51,74.68,80,0,97.27
2024,2706307,Municipal,38.67,39.15,46.59,54.19,61.6,68.51,74.68,80,0,93.46
2023,2901155,Municipal,32.2,39.16,46.6,54.2,61.61,68.51,74.68,80,0,89.96
2024,2901155,Municipal,43.23,39.16,46.6,54.2,61.61,68.51,74.68,80,1,96.97
2024,5002605,Municipal,60.41,39.17,46.61,54.21,61.61,68.51,74.68,80,3,92.39
2023,5002605,Municipal,32.2,39.17,46.61,54.21,61.61,68.51,74.68,80,0,95.35
2024,2933000,Municipal,37.25,39.21,46.64,54.23,61.63,68.52,74.69,80,0,91.07
2023,2933000,Municipal,32.2,39.21,46.64,54.23,61.63,68.52,74.69,80,0,95
2024,2111763,Municipal,64.13,39.21,46.64,54.23,61.63,68.52,74.69,80,3,89.86
2023,2111763,Municipal,32.2,39.21,46.64,54.23,61.63,68.52,74.69,80,0,86.41
2024,2913606,Municipal,26.35,39.22,46.65,54.24,61.63,68.53,74.69,80,0,87.93
2023,2913606,Municipal,32.3,39.22,46.65,54.24,61.63,68.53,74.69,80,0,78.25
2024,2914901,Municipal,31.19,39.28,46.71,54.28,61.67,68.55,74.7,80,0,85.83
2023,2914901,Municipal,32.3,39.28,46.71,54.28,61.67,68.55,74.7,80,0,77.57
2024,2928109,Municipal,26.29,39.29,46.72,54.29,61.67,68.55,74.7,80,0,79.68
2023,2928109,Municipal,32.3,39.29,46.72,54.29,61.67,68.55,74.7,80,0,88.11
2024,2700409,Municipal,44.27,39.32,46.74,54.31,61.68,68.56,74.7,80,1,97.74
2023,2700409,Municipal,32.4,39.32,46.74,54.31,61.68,68.56,74.7,80,0,96.5
2023,2704500,Municipal,32.4,39.36,46.77,54.34,61.7,68.57,74.71,80,0,92.05
2024,2704500,Municipal,45.6,39.36,46.77,54.34,61.7,68.57,74.71,80,1,94.01
2023,3535903,Municipal,32.4,39.38,46.79,54.35,61.71,68.58,74.71,80,0,90.91
2024,3535903,Municipal,82.89,39.38,46.79,54.35,61.71,68.58,74.71,80,5,96.67
2024,4314407,Municipal,39.4,,46.81,54.37,61.73,68.58,74.72,80,0,70.03
2023,4314407,Municipal,,,46.81,54.37,61.73,68.58,74.72,80,,
2024,5102702,Municipal,42.06,39.4,46.81,54.37,61.73,68.58,74.72,80,1,83.93
2023,5102702,Municipal,32.5,39.4,46.81,54.37,61.73,68.58,74.72,80,0,85.77
2024,4202602,Municipal,47.34,39.4,46.81,54.37,61.73,68.58,74.72,80,1,82.72
2023,4202602,Municipal,32.5,39.4,46.81,54.37,61.73,68.58,74.72,80,0,81.33
2023,1710706,Municipal,32.5,39.48,46.88,54.42,61.76,68.61,74.73,80,0,95.31
2024,1710706,Municipal,18.09,39.48,46.88,54.42,61.76,68.61,74.73,80,0,81.67
2023,2503555,Municipal,32.5,39.49,46.89,54.43,61.77,68.61,74.73,80,0,97.46
2024,2503555,Municipal,47.9,39.49,46.89,54.43,61.77,68.61,74.73,80,1,98.13
2024,2933059,Municipal,20.73,39.52,46.92,54.45,61.79,68.62,74.73,80,0,92.13
2023,2901809,Municipal,32.6,39.52,46.92,54.45,61.79,68.62,74.73,80,0,81.25
2024,2901809,Municipal,25.32,39.52,46.92,54.45,61.79,68.62,74.73,80,0,96.34
2023,2933059,Municipal,32.6,39.52,46.92,54.45,61.79,68.62,74.73,80,0,88.7
2024,3515004,Municipal,40.5,39.54,46.94,54.47,61.8,68.63,74.73,80,1,83.16
2023,3515004,Municipal,32.6,39.54,46.94,54.47,61.8,68.63,74.73,80,0,83.73
2023,2200103,Municipal,32.6,39.55,46.94,54.47,61.8,68.63,74.74,80,0,100
2024,2200103,Municipal,60.23,39.55,46.94,54.47,61.8,68.63,74.74,80,3,98.44
2023,2203255,Municipal,32.6,39.57,46.96,54.48,61.81,68.63,74.74,80,0,93.94
2024,2203255,Municipal,27.56,39.57,46.96,54.48,61.81,68.63,74.74,80,0,91.11
2023,2928802,Municipal,32.7,39.59,46.98,54.5,61.82,68.64,74.74,80,0,85.85
2024,2928802,Municipal,31.86,39.59,46.98,54.5,61.82,68.64,74.74,80,0,92.75
2023,2906501,Municipal,32.7,39.6,46.98,54.5,61.82,68.64,74.74,80,0,76.46
2024,2906501,Municipal,36.67,39.6,46.98,54.5,61.82,68.64,74.74,80,0,89.47
2024,2413359,Municipal,27.68,39.61,46.99,54.51,61.83,68.65,74.74,80,0,70.4
2023,2413359,Municipal,32.7,39.61,46.99,54.51,61.83,68.65,74.74,80,0,73.83
2024,2513604,Municipal,52.77,39.63,47.01,54.52,61.84,68.65,74.75,80,2,97.44
2023,2513604,Municipal,32.7,39.63,47.01,54.52,61.84,68.65,74.75,80,0,100
2024,2804607,Municipal,28.39,39.64,47.02,54.53,61.84,68.65,74.75,80,0,96.08
2023,2804607,Municipal,32.7,39.64,47.02,54.53,61.84,68.65,74.75,80,0,89.79
2024,1200807,Municipal,39.69,,47.06,54.56,61.86,68.67,74.75,80,0,72.39
2023,1200807,Municipal,,,47.06,54.56,61.86,68.67,74.75,80,,
2024,3506805,Municipal,49.59,39.68,47.06,54.56,61.86,68.67,74.75,80,1,86.25
2023,3506805,Municipal,32.8,39.68,47.06,54.56,61.86,68.67,74.75,80,0,85.98
2023,1503200,Municipal,32.8,39.7,47.07,54.57,61.87,68.67,74.76,80,0,78.88
2024,1503200,Municipal,40.43,39.7,47.07,54.57,61.87,68.67,74.76,80,1,79.41
2024,2912905,Municipal,37.44,39.72,47.09,54.59,61.88,68.68,74.76,80,0,94.2
2024,2504207,Municipal,96.08,39.72,47.09,54.59,61.88,68.68,74.76,80,5,98.04
2023,2912905,Municipal,32.8,39.72,47.09,54.59,61.88,68.68,74.76,80,0,82.2
2023,2504207,Municipal,32.8,39.72,47.09,54.59,61.88,68.68,74.76,80,0,89.47
2024,2933158,Municipal,17.95,39.73,47.1,54.59,61.89,68.68,74.76,80,0,96.89
2023,2933158,Municipal,32.8,39.73,47.1,54.59,61.89,68.68,74.76,80,0,88.96
2023,3129707,Municipal,32.8,39.73,47.1,54.59,61.89,68.68,74.76,80,0,88.79
2024,3129707,Municipal,73.86,39.73,47.1,54.59,61.89,68.68,74.76,80,4,89.76
2024,2915304,Municipal,25,39.74,47.11,54.6,61.89,68.68,74.76,80,0,93.02
2023,2915304,Municipal,32.8,39.74,47.11,54.6,61.89,68.68,74.76,80,0,84.3
2024,2403756,Municipal,58.82,39.77,47.13,54.62,61.91,68.69,74.76,80,2,94.44
2024,2930600,Municipal,25.69,39.77,47.13,54.62,61.91,68.69,74.76,80,0,94.74
2023,2403756,Municipal,32.8,39.77,47.13,54.62,61.91,68.69,74.76,80,0,86.67
2023,2930600,Municipal,32.8,39.77,47.13,54.62,61.91,68.69,74.76,80,0,82.22
2023,1200393,Municipal,,,47.15,54.63,61.92,68.7,74.77,80,,
2024,1200393,Municipal,39.79,,47.15,54.63,61.92,68.7,74.77,80,0,94.57
2023,1506609,Municipal,,,47.15,54.63,61.92,68.7,74.77,80,,
2024,1506609,Municipal,39.79,,47.15,54.63,61.92,68.7,74.77,80,0,91.51
2024,2916906,Municipal,30,39.79,47.15,54.63,61.92,68.7,74.77,80,0,89.55
2023,2916906,Municipal,32.9,39.79,47.15,54.63,61.92,68.7,74.77,80,0,87.18
2023,1600055,Municipal,32.9,39.84,47.19,54.67,61.94,68.72,74.77,80,0,89.47
2024,1600055,Municipal,73.61,39.84,47.19,54.67,61.94,68.72,74.77,80,4,92.45
2024,2111532,Municipal,55.64,39.87,47.22,54.69,61.96,68.72,74.78,80,2,89.2
2023,2111532,Municipal,33,39.87,47.22,54.69,61.96,68.72,74.78,80,0,91.5
2023,2901353,Municipal,33,39.88,47.23,54.7,61.96,68.73,74.78,80,0,83.06
2024,2901353,Municipal,28.44,39.88,47.23,54.7,61.96,68.73,74.78,80,0,97.32
2024,2922805,Municipal,34.65,39.89,47.23,54.7,61.97,68.73,74.78,80,0,95.28
2023,2922805,Municipal,33,39.89,47.23,54.7,61.97,68.73,74.78,80,0,95.19
2024,2101905,Municipal,59.75,39.93,47.27,54.73,61.98,68.74,74.78,80,2,92.77
2023,2101905,Municipal,33,39.93,47.27,54.73,61.98,68.74,74.78,80,0,90.15
2023,2931301,Municipal,33.1,39.97,47.31,54.76,62.01,68.75,74.79,80,0,85.89
2024,2931301,Municipal,41.82,39.97,47.31,54.76,62.01,68.75,74.79,80,1,95.65
2024,2910701,Municipal,32.37,39.98,47.32,54.77,62.01,68.76,74.79,80,0,93.29
2023,2910701,Municipal,33.1,39.98,47.32,54.77,62.01,68.76,74.79,80,0,77.14
2023,4321832,Municipal,,,47.33,54.78,62.02,68.76,74.79,80,,
2024,4321832,Municipal,40,,47.33,54.78,62.02,68.76,74.79,80,1,100
2024,2932408,Municipal,27.71,40,47.33,54.78,62.02,68.76,74.79,80,0,91.21
2023,2932408,Municipal,33.1,40,47.33,54.78,62.02,68.76,74.79,80,0,84.47
2023,2209351,Municipal,33.1,40.02,47.35,54.79,62.03,68.77,74.8,80,0,92.31
2024,2209351,Municipal,68.1,40.02,47.35,54.79,62.03,68.77,74.8,80,3,95.24
2023,1303908,Municipal,33.1,40.03,47.36,54.8,62.03,68.77,74.8,80,0,79.22
2024,1303908,Municipal,32.06,40.03,47.36,54.8,62.03,68.77,74.8,80,0,93.95
2023,2700706,Municipal,33.2,40.06,47.38,54.82,62.05,68.78,74.8,80,0,96.18
2024,2700706,Municipal,45.96,40.06,47.38,54.82,62.05,68.78,74.8,80,1,96.05
2023,2208403,Municipal,33.2,40.06,47.39,54.82,62.05,68.78,74.8,80,0,97.99
2024,2208403,Municipal,54.59,40.06,47.39,54.82,62.05,68.78,74.8,80,2,97.72
2023,2201960,Municipal,33.2,40.07,47.4,54.83,62.06,68.78,74.8,80,0,92.13
2024,2201960,Municipal,42.58,40.07,47.4,54.83,62.06,68.78,74.8,80,1,95.92
2024,2929255,Municipal,33.54,40.09,47.41,54.84,62.07,68.79,74.81,80,0,88.27
2024,2807105,Municipal,30.35,40.09,47.41,54.84,62.07,68.79,74.81,80,0,96.3
2023,2807105,Municipal,33.2,40.09,47.41,54.84,62.07,68.79,74.81,80,0,92.24
2023,2929255,Municipal,33.2,40.09,47.41,54.84,62.07,68.79,74.81,80,0,90.05
2024,2516300,Municipal,64.53,40.1,47.42,54.85,62.07,68.79,74.81,80,3,96.35
2023,2516300,Municipal,33.2,40.1,47.42,54.85,62.07,68.79,74.81,80,0,89.33
2024,1507805,Municipal,35.9,40.12,47.44,54.86,62.08,68.8,74.81,80,0,80.34
2023,1507805,Municipal,33.2,40.12,47.44,54.86,62.08,68.8,74.81,80,0,82.19
2023,3303500,Municipal,33.2,40.13,47.44,54.87,62.08,68.8,74.81,80,0,77.66
2024,3303500,Municipal,33.42,40.13,47.44,54.87,62.08,68.8,74.81,80,0,81.91
